time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,attendance_date,day_number,school_type,num_schools,enrolments,present_sessions,approved_educational_activity,overall_absence,authorised_absence,unauthorised_absence,late_sessions,possible_sessions,reason_present_am,reason_present_pm,reason_present,reason_l_present_late_before_registers_closed,reason_i_authorised_illness,reason_m_authorised_medical_dental,reason_r_authorised_religious_observance,reason_s_authorised_study_leave,reason_t_authorised_grt_absence,reason_h_authorised_holiday,reason_e_authorised_excluded,reason_c_authorised_other,reason_b_aea_education_off_site,reason_d_aea_dual_registration,reason_j_aea_interview,reason_p_aea_approved_sporting_activity,reason_v_aea_educational_visit_trip,reason_w_aea_work_experience,reason_g_unauthorised_holiday,reason_u_unauthorised_late_after_registers_closed,reason_o_other_unauthorised,reason_n_no_reason_yet,reason_x_not_attending_covid_non_compulsory,enrolments_pa_10_exact
2021,Week 2,Local authority,E92000001,England,E12000008,South East,852,E06000045,Southampton,08/01/2021,1,Special,73,30515,3705587,0,297775,209218,88557,0,4084044,1852793.5,1852793.5,3705587,0,173100,9382,242,7,511,1215,2095,22666,0,0,0,0,0,0,10731,6569,69815,1442,80682,7605
2021,Week 2,Local authority,E92000001,England,E12000008,South East,852,E06000045,Southampton,08/01/2021,1,Primary,67,29788,3622591,0,286290,199989,86301,0,3985581,1811295.5,1811295.5,3622591,0,166833,8694,242,7,511,1043,1934,20725,0,0,0,0,0,0,10577,6359,68237,1128,76700,7298
2021,Week 2,Local authority,E92000001,England,E12000008,South East,852,E06000045,Southampton,08/01/2021,1,PRU/Academy/Free school AP,55,17457,2160799,0,140022,106724,33298,0,2350011,1080399.5,1080399.5,2160799,0,91009,4417,197,4,497,862,456,9282,0,0,0,0,0,0,7652,3148,21932,566,49190,3654
2021,Week 2,Local authority,E92000001,England,E12000008,South East,852,E06000045,Southampton,08/01/2021,1,Secondary,12,12331,1461792,0,146268,93265,53003,0,1635570,730896,730896,1461792,0,75824,4277,45,3,14,181,1478,11443,0,0,0,0,0,0,2925,3211,46305,562,27510,3644
2021,Week 2,Local authority,E92000001,England,E12000008,South East,852,E06000045,Southampton,08/01/2021,1,Special,6,727,82996,0,11485,9229,2256,0,98463,41498,41498,82996,0,6267,688,0,0,0,172,161,1941,0,0,0,0,0,0,154,210,1578,314,3982,307
2021,Week 2,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,08/01/2021,1,Special,278,88615,12191202,0,938847,781187,157660,0,13323913,6095601,6095601,12191202,0,668144,36720,1849,14,3945,3904,8262,58349,0,0,0,0,0,0,26741,10196,113148,7575,193864,21193
2021,Week 2,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,08/01/2021,1,Primary,270,87290,12014870,0,915270,761309,153961,0,13121496,6007435,6007435,12014870,0,655343,34760,1847,14,3945,3731,8235,53434,0,0,0,0,0,0,26252,10105,110127,7477,191356,20716
2021,Week 2,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,08/01/2021,1,PRU/Academy/Free school AP,226,48035,6779032,0,416606,355769,60837,0,7290654,3389516,3389516,6779032,0,312698,14586,1070,10,2250,3015,983,21157,0,0,0,0,0,0,19138,5510,33152,3037,95016,9311
2021,Week 2,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,08/01/2021,1,Secondary,44,39255,5235838,0,498664,405540,93124,0,5830842,2617919,2617919,5235838,0,342645,20174,777,4,1695,716,7252,32277,0,0,0,0,0,0,7114,4595,76975,4440,96340,11405
2021,Week 2,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,08/01/2021,1,Special,8,1325,176332,0,23577,19878,3699,0,202417,88166,88166,176332,0,12801,1960,2,0,0,173,27,4915,0,0,0,0,0,0,489,91,3021,98,2508,477
2021,Week 2,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,08/01/2021,1,Special,110,51987,7059367,0,500965,351337,149628,0,7641778,3529683.5,3529683.5,7059367,0,290837,14694,7293,4,275,1872,4904,31458,0,0,0,0,0,0,30822,8987,105548,4271,81446,10951
2021,Week 2,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,08/01/2021,1,Primary,103,51036,6944839,0,480699,337411,143288,0,7503616,3472419.5,3472419.5,6944839,0,283166,13485,7241,2,175,1699,4854,26789,0,0,0,0,0,0,30302,8841,99911,4234,78078,10587
2021,Week 2,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,08/01/2021,1,PRU/Academy/Free school AP,82,29000,3993275,0,253642,185356,68286,0,4297492,1996637.5,1996637.5,3993275,0,158743,6648,5417,0,12,1030,453,13053,0,0,0,0,0,0,20818,5826,40700,942,50575,5555
2021,Week 2,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,08/01/2021,1,Secondary,21,22036,2951564,0,227057,152055,75002,0,3206124,1475782,1475782,2951564,0,124423,6837,1824,2,163,669,4401,13736,0,0,0,0,0,0,9484,3015,59211,3292,27503,5032
2021,Week 2,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,08/01/2021,1,Special,7,951,114528,0,20266,13926,6340,0,138162,57264,57264,114528,0,7671,1209,52,2,100,173,50,4669,0,0,0,0,0,0,520,146,5637,37,3368,364
2021,Week 2,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,08/01/2021,1,Special,20,5273,649728,0,43938,39261,4677,0,707633,324864,324864,649728,0,34000,1925,2,0,148,300,261,2625,0,0,0,0,0,0,297,278,3934,168,13967,1202
2021,Week 2,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,08/01/2021,1,Primary,20,5273,649728,0,43938,39261,4677,0,707633,324864,324864,649728,0,34000,1925,2,0,148,300,261,2625,0,0,0,0,0,0,297,278,3934,168,13967,1202
2021,Week 2,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,08/01/2021,1,PRU/Academy/Free school AP,17,2434,303163,0,16486,15162,1324,0,324298,151581.5,151581.5,303163,0,12804,621,2,0,132,238,10,1355,0,0,0,0,0,0,145,201,824,154,4649,439
2021,Week 2,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,08/01/2021,1,Secondary,3,2839,346565,0,27452,24099,3353,0,383335,173282.5,173282.5,346565,0,21196,1304,0,0,16,62,251,1270,0,0,0,0,0,0,152,77,3110,14,9318,763
2021,Week 2,Local authority,E92000001,England,E12000005,West Midlands,860,E10000028,Staffordshire,08/01/2021,1,Special,391,107040,13247700,0,1063638,895567,168071,0,14652522,6623850,6623850,13247700,0,737672,36034,384,151,1208,7640,10519,58984,0,0,0,0,0,0,33120,12620,116640,3980,341184,27175
2021,Week 2,Local authority,E92000001,England,E12000005,West Midlands,860,E10000028,Staffordshire,08/01/2021,1,Primary,369,104787,12986363,0,1029712,866870,162842,0,14344434,6493181.5,6493181.5,12986363,0,718190,33248,375,151,1208,6773,10384,53584,0,0,0,0,0,0,32697,12101,112388,3945,328359,26364
2021,Week 2,Local authority,E92000001,England,E12000005,West Midlands,860,E10000028,Staffordshire,08/01/2021,1,PRU/Academy/Free school AP,299,54746,6981988,0,415344,351887,63457,0,7580224,3490994,3490994,6981988,0,306425,13338,264,9,1117,5068,1220,20829,0,0,0,0,0,0,22490,6191,32395,1702,182892,10339
2021,Week 2,Local authority,E92000001,England,E12000005,West Midlands,860,E10000028,Staffordshire,08/01/2021,1,Secondary,70,50041,6004375,0,614368,514983,99385,0,6764210,3002187.5,3002187.5,6004375,0,411765,19910,111,142,91,1705,9164,32755,0,0,0,0,0,0,10207,5910,79993,2243,145467,16025
2021,Week 2,Local authority,E92000001,England,E12000005,West Midlands,860,E10000028,Staffordshire,08/01/2021,1,Special,22,2253,261337,0,33926,28697,5229,0,308088,130668.5,130668.5,261337,0,19482,2786,9,0,0,867,135,5400,0,0,0,0,0,0,423,519,4252,35,12825,811
2021,Week 2,Local authority,E92000001,England,E12000005,West Midlands,861,E06000021,Stoke-on-Trent,08/01/2021,1,Special,89,35021,4290316,0,343372,209383,133989,0,4718708,2145158,2145158,4290316,0,176953,6578,59,2,4,698,7302,17787,0,0,0,0,0,0,16065,4940,112515,469,85020,8845
2021,Week 2,Local authority,E92000001,England,E12000005,West Midlands,861,E06000021,Stoke-on-Trent,08/01/2021,1,Primary,85,34201,4203239,0,326281,196272,130009,0,4612841,2101619.5,2101619.5,4203239,0,168693,5965,59,2,4,550,7026,13973,0,0,0,0,0,0,15711,4641,109200,457,83321,8444
2021,Week 2,Local authority,E92000001,England,E12000005,West Midlands,861,E06000021,Stoke-on-Trent,08/01/2021,1,PRU/Academy/Free school AP,71,19815,2490322,0,163445,112501,50944,0,2701869,1245161,1245161,2490322,0,101327,3204,51,0,1,347,422,7149,0,0,0,0,0,0,11249,2602,37036,57,48102,4268
2021,Week 2,Local authority,E92000001,England,E12000005,West Midlands,861,E06000021,Stoke-on-Trent,08/01/2021,1,Secondary,14,14386,1712917,0,162836,83771,79065,0,1910972,856458.5,856458.5,1712917,0,67366,2761,8,2,3,203,6604,6824,0,0,0,0,0,0,4462,2039,72164,400,35219,4176
2021,Week 2,Local authority,E92000001,England,E12000005,West Midlands,861,E06000021,Stoke-on-Trent,08/01/2021,1,Special,4,820,87077,0,17091,13111,3980,0,105867,43538.5,43538.5,87077,0,8260,613,0,0,0,148,276,3814,0,0,0,0,0,0,354,299,3315,12,1699,401
2021,Week 2,Local authority,E92000001,England,E12000009,South West,865,E06000054,Wiltshire,08/01/2021,1,Special,235,60898,7413927,0,573089,479196,93893,0,8123477,3706963.5,3706963.5,7413927,0,391409,23349,307,69,556,3344,4663,44080,0,0,0,0,0,0,11599,6044,65574,8511,136461,15004
2021,Week 2,Local authority,E92000001,England,E12000009,South West,865,E06000054,Wiltshire,08/01/2021,1,Primary,231,60098,7325753,0,559171,466750,92421,0,8017927,3662876.5,3662876.5,7325753,0,384250,22300,303,69,554,3116,4476,40263,0,0,0,0,0,0,11418,5971,64374,8493,133003,14664
2021,Week 2,Local authority,E92000001,England,E12000009,South West,865,E06000054,Wiltshire,08/01/2021,1,PRU/Academy/Free school AP,202,33660,4212601,0,252834,219279,33555,0,4539385,2106300.5,2106300.5,4212601,0,178263,8457,254,12,435,2466,695,17278,0,0,0,0,0,0,9027,3106,17366,1891,73950,6408
2021,Week 2,Local authority,E92000001,England,E12000009,South West,865,E06000054,Wiltshire,08/01/2021,1,Secondary,29,26438,3113152,0,306337,247471,58866,0,3478542,1556576,1556576,3113152,0,205987,13843,49,57,119,650,3781,22985,0,0,0,0,0,0,2391,2865,47008,6602,59053,8256
2021,Week 2,Local authority,E92000001,England,E12000009,South West,865,E06000054,Wiltshire,08/01/2021,1,Special,4,800,88174,0,13918,12446,1472,0,105550,44087,44087,88174,0,7159,1049,4,0,2,228,187,3817,0,0,0,0,0,0,181,73,1200,18,3458,340
2021,Week 2,Local authority,E92000001,England,E12000009,South West,866,E06000030,Swindon,08/01/2021,1,Special,85,31428,3807185,0,283442,224883,58559,0,4150499,1903592.5,1903592.5,3807185,0,160352,9871,175,17,97,2095,3404,19428,0,0,0,0,0,0,7499,3987,37013,2085,59872,7095
2021,Week 2,Local authority,E92000001,England,E12000009,South West,866,E06000030,Swindon,08/01/2021,1,Primary,78,30767,3733006,0,270144,213861,56283,0,4061910,1866503,1866503,3733006,0,155084,8844,175,17,97,1711,3308,15565,0,0,0,0,0,0,7491,3919,35160,2085,58760,6779
2021,Week 2,Local authority,E92000001,England,E12000009,South West,866,E06000030,Swindon,08/01/2021,1,PRU/Academy/Free school AP,64,17470,2187881,0,124017,101801,22216,0,2344711,1093940.5,1093940.5,2187881,0,70963,3663,143,10,19,1514,140,6777,0,0,0,0,0,0,5851,2041,8943,540,32813,2968
2021,Week 2,Local authority,E92000001,England,E12000009,South West,866,E06000030,Swindon,08/01/2021,1,Secondary,14,13297,1545125,0,146127,112060,34067,0,1717199,772562.5,772562.5,1545125,0,84121,5181,32,7,78,197,3168,8788,0,0,0,0,0,0,1640,1878,26217,1545,25947,3811
2021,Week 2,Local authority,E92000001,England,E12000009,South West,866,E06000030,Swindon,08/01/2021,1,Special,7,661,74179,0,13298,11022,2276,0,88589,37089.5,37089.5,74179,0,5268,1027,0,0,0,384,96,3863,0,0,0,0,0,0,8,68,1853,0,1112,316
2021,Week 2,Local authority,E92000001,England,E12000008,South East,867,E06000036,Bracknell Forest,08/01/2021,1,Special,37,15587,1978717,0,127304,107170,20134,0,2141360,989358.5,989358.5,1978717,0,91114,6209,166,2,39,690,1394,7556,0,0,0,0,0,0,3904,2080,13496,654,35339,3088
2021,Week 2,Local authority,E92000001,England,E12000008,South East,867,E06000036,Bracknell Forest,08/01/2021,1,Primary,36,15428,1959039,0,125011,105296,19715,0,2118902,979519.5,979519.5,1959039,0,89811,6055,164,2,39,653,1382,7190,0,0,0,0,0,0,3890,2027,13144,654,34852,3039
2021,Week 2,Local authority,E92000001,England,E12000008,South East,867,E06000036,Bracknell Forest,08/01/2021,1,PRU/Academy/Free school AP,29,8556,1112102,0,59576,50980,8596,0,1191759,556051,556051,1112102,0,44073,2341,134,0,9,608,118,3697,0,0,0,0,0,0,2898,1026,4521,151,20081,1336
2021,Week 2,Local authority,E92000001,England,E12000008,South East,867,E06000036,Bracknell Forest,08/01/2021,1,Secondary,7,6872,846937,0,65435,54316,11119,0,927143,423468.5,423468.5,846937,0,45738,3714,30,2,30,45,1264,3493,0,0,0,0,0,0,992,1001,8623,503,14771,1703
2021,Week 2,Local authority,E92000001,England,E12000008,South East,867,E06000036,Bracknell Forest,08/01/2021,1,Special,1,159,19678,0,2293,1874,419,0,22458,9839,9839,19678,0,1303,154,2,0,0,37,12,366,0,0,0,0,0,0,14,53,352,0,487,49
2021,Week 2,Local authority,E92000001,England,E12000008,South East,868,E06000040,Windsor and Maidenhead,08/01/2021,1,Special,63,18891,2351372,0,171215,142509,28706,0,2572044,1175686,1175686,2351372,0,120185,7499,135,0,470,607,1515,12098,0,0,0,0,0,0,5425,1799,19710,1772,49457,4162
2021,Week 2,Local authority,E92000001,England,E12000008,South East,868,E06000040,Windsor and Maidenhead,08/01/2021,1,Primary,60,18470,2304193,0,164609,136625,27984,0,2514970,1152096.5,1152096.5,2304193,0,116502,6984,135,0,470,495,1486,10553,0,0,0,0,0,0,5405,1621,19208,1750,46168,3986
2021,Week 2,Local authority,E92000001,England,E12000008,South East,868,E06000040,Windsor and Maidenhead,08/01/2021,1,PRU/Academy/Free school AP,46,8801,1123648,0,67249,55633,11616,0,1215279,561824,561824,1123648,0,47042,2175,77,0,348,252,168,5571,0,0,0,0,0,0,4328,811,5994,483,24382,1573
2021,Week 2,Local authority,E92000001,England,E12000008,South East,868,E06000040,Windsor and Maidenhead,08/01/2021,1,Secondary,14,9669,1180545,0,97360,80992,16368,0,1299691,590272.5,590272.5,1180545,0,69460,4809,58,0,122,243,1318,4982,0,0,0,0,0,0,1077,810,13214,1267,21786,2413
2021,Week 2,Local authority,E92000001,England,E12000008,South East,868,E06000040,Windsor and Maidenhead,08/01/2021,1,Special,3,421,47179,0,6606,5884,722,0,57074,23589.5,23589.5,47179,0,3683,515,0,0,0,112,29,1545,0,0,0,0,0,0,20,178,502,22,3289,176
2021,Week 2,Local authority,E92000001,England,E12000008,South East,869,E06000037,West Berkshire,08/01/2021,1,Special,79,22016,2770234,0,199916,166993,32923,0,3031092,1385117,1385117,2770234,0,134547,9496,121,727,162,2170,2334,17436,0,0,0,0,0,0,5616,2346,19954,5007,60942,4620
2021,Week 2,Local authority,E92000001,England,E12000008,South East,869,E06000037,West Berkshire,08/01/2021,1,Primary,76,21665,2727424,0,194815,162204,32611,0,2981834,1363712,1363712,2727424,0,132337,9031,121,727,162,2005,2324,15497,0,0,0,0,0,0,5591,2261,19761,4998,59595,4503
2021,Week 2,Local authority,E92000001,England,E12000008,South East,869,E06000037,West Berkshire,08/01/2021,1,PRU/Academy/Free school AP,66,11442,1469121,0,84482,72058,12424,0,1591113,734560.5,734560.5,1469121,0,60244,3349,86,5,151,1694,165,6364,0,0,0,0,0,0,3914,1216,6817,477,37510,1874
2021,Week 2,Local authority,E92000001,England,E12000008,South East,869,E06000037,West Berkshire,08/01/2021,1,Secondary,10,10223,1258303,0,110333,90146,20187,0,1390721,629151.5,629151.5,1258303,0,72093,5682,35,722,11,311,2159,9133,0,0,0,0,0,0,1677,1045,12944,4521,22085,2629
2021,Week 2,Local authority,E92000001,England,E12000008,South East,869,E06000037,West Berkshire,08/01/2021,1,Special,3,351,42810,0,5101,4789,312,0,49258,21405,21405,42810,0,2210,465,0,0,0,165,10,1939,0,0,0,0,0,0,25,85,193,9,1347,117
2021,Week 2,Local authority,E92000001,England,E12000008,South East,870,E06000038,Reading,08/01/2021,1,Special,54,19584,2404770,0,173125,125302,47823,0,2639893,1202385,1202385,2404770,0,103291,5276,580,0,0,827,1753,11552,0,0,0,0,0,0,9752,2177,32514,2298,61998,4330
2021,Week 2,Local authority,E92000001,England,E12000008,South East,870,E06000038,Reading,08/01/2021,1,Primary,50,19283,2371209,0,166600,120941,45659,0,2599278,1185604.5,1185604.5,2371209,0,101131,5067,576,0,0,741,1568,9835,0,0,0,0,0,0,9660,2125,30511,2281,61469,4188
2021,Week 2,Local authority,E92000001,England,E12000008,South East,870,E06000038,Reading,08/01/2021,1,PRU/Academy/Free school AP,40,11670,1455123,0,97882,73369,24513,0,1589400,727561.5,727561.5,1455123,0,60370,2740,468,0,0,615,394,6759,0,0,0,0,0,0,7626,1056,13657,1092,36395,2414
2021,Week 2,Local authority,E92000001,England,E12000008,South East,870,E06000038,Reading,08/01/2021,1,Secondary,10,7613,916086,0,68718,47572,21146,0,1009878,458043,458043,916086,0,40761,2327,108,0,0,126,1174,3076,0,0,0,0,0,0,2034,1069,16854,1189,25074,1774
2021,Week 2,Local authority,E92000001,England,E12000008,South East,870,E06000038,Reading,08/01/2021,1,Special,4,301,33561,0,6525,4361,2164,0,40615,16780.5,16780.5,33561,0,2160,209,4,0,0,86,185,1717,0,0,0,0,0,0,92,52,2003,17,529,142
2021,Week 2,Local authority,E92000001,England,E12000008,South East,871,E06000039,Slough,08/01/2021,1,Special,45,27309,3341702,0,237248,181431,55817,0,3621852,1670851,1670851,3341702,0,152100,8306,1721,864,52,973,1653,9819,0,0,0,0,0,0,17137,1314,32546,2328,42902,5899
2021,Week 2,Local authority,E92000001,England,E12000008,South East,871,E06000039,Slough,08/01/2021,1,Primary,43,27015,3309866,0,230465,176407,54058,0,3582421,1654933,1654933,3309866,0,149375,7475,1709,864,32,963,1596,8450,0,0,0,0,0,0,17063,1200,30975,2328,42090,5746
2021,Week 2,Local authority,E92000001,England,E12000008,South East,871,E06000039,Slough,08/01/2021,1,PRU/Academy/Free school AP,28,14422,1792440,0,123891,93520,30371,0,1937655,896220,896220,1792440,0,78482,3259,876,45,28,525,286,4076,0,0,0,0,0,0,11913,575,14250,1141,21324,3031
2021,Week 2,Local authority,E92000001,England,E12000008,South East,871,E06000039,Slough,08/01/2021,1,Secondary,15,12593,1517426,0,106574,82887,23687,0,1644766,758713,758713,1517426,0,70893,4216,833,819,4,438,1310,4374,0,0,0,0,0,0,5150,625,16725,1187,20766,2715
2021,Week 2,Local authority,E92000001,England,E12000008,South East,871,E06000039,Slough,08/01/2021,1,Special,2,294,31836,0,6783,5024,1759,0,39431,15918,15918,31836,0,2725,831,12,0,20,10,57,1369,0,0,0,0,0,0,74,114,1571,0,812,153
2021,Week 2,Local authority,E92000001,England,E12000008,South East,872,E06000041,Wokingham,08/01/2021,1,Special,67,24407,3046113,0,204695,169060,35635,0,3325203,1523056.5,1523056.5,3046113,0,144746,8439,343,1,234,1524,881,12892,0,0,0,0,0,0,7087,2776,23856,1916,74395,4912
2021,Week 2,Local authority,E92000001,England,E12000008,South East,872,E06000041,Wokingham,08/01/2021,1,Primary,64,24091,3009285,0,199720,164999,34721,0,3282507,1504642.5,1504642.5,3009285,0,142358,8150,343,1,234,1432,687,11794,0,0,0,0,0,0,7043,2452,23314,1912,73502,4801
2021,Week 2,Local authority,E92000001,England,E12000008,South East,872,E06000041,Wokingham,08/01/2021,1,PRU/Academy/Free school AP,54,13634,1743444,0,101991,86679,15312,0,1893564,871722,871722,1743444,0,74290,3590,270,1,214,1163,80,7071,0,0,0,0,0,0,5589,1121,8186,416,48129,2293
2021,Week 2,Local authority,E92000001,England,E12000008,South East,872,E06000041,Wokingham,08/01/2021,1,Secondary,10,10457,1265841,0,97729,78320,19409,0,1388943,632920.5,632920.5,1265841,0,68068,4560,73,0,20,269,607,4723,0,0,0,0,0,0,1454,1331,15128,1496,25373,2508
2021,Week 2,Local authority,E92000001,England,E12000008,South East,872,E06000041,Wokingham,08/01/2021,1,Special,3,316,36828,0,4975,4061,914,0,42696,18414,18414,36828,0,2388,289,0,0,0,92,194,1098,0,0,0,0,0,0,44,324,542,4,893,111
2021,Week 2,Local authority,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,08/01/2021,1,Special,256,78534,9787603,0,751145,621548,129597,0,10708258,4893801.5,4893801.5,9787603,0,459249,25267,478,16,2171,3265,5495,57509,0,0,0,0,0,0,12639,9823,90595,3542,169510,18850
2021,Week 2,Local authority,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,08/01/2021,1,Primary,244,77243,9636891,0,726810,601845,124965,0,10529294,4818445.5,4818445.5,9636891,0,449542,23921,478,16,2171,2971,5353,53747,0,0,0,0,0,0,12491,9762,87129,3522,165593,18327
2021,Week 2,Local authority,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,08/01/2021,1,PRU/Academy/Free school AP,210,44645,5688487,0,355195,303208,51987,0,6150985,2844243.5,2844243.5,5688487,0,202037,9813,326,1,1052,2373,726,23234,0,0,0,0,0,0,9435,5658,23894,990,107303,8632
2021,Week 2,Local authority,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,08/01/2021,1,Secondary,34,32598,3948404,0,371615,298637,72978,0,4378309,1974202,1974202,3948404,0,247505,14108,152,15,1119,598,4627,30513,0,0,0,0,0,0,3056,4104,63235,2532,58290,9695
2021,Week 2,Local authority,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,08/01/2021,1,Special,12,1291,150712,0,24335,19703,4632,0,178964,75356,75356,150712,0,9707,1346,0,0,0,294,142,3762,0,0,0,0,0,0,148,61,3466,20,3917,523
2021,Week 2,Local authority,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,08/01/2021,1,Special,77,34473,4242304,0,328289,255995,72294,0,4629719,2121152,2121152,4242304,0,208439,9794,275,4,69,2022,5436,20160,0,0,0,0,0,0,10173,6671,48909,4501,59126,8794
2021,Week 2,Local authority,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,08/01/2021,1,Primary,72,33837,4169695,0,316199,245822,70377,0,4543264,2084847.5,2084847.5,4169695,0,203309,9160,275,4,69,1958,4945,16306,0,0,0,0,0,0,9919,6565,47439,4414,57370,8556
2021,Week 2,Local authority,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,08/01/2021,1,PRU/Academy/Free school AP,58,18246,2303336,0,143539,116307,27232,0,2482069,1151668,1151668,2303336,0,91374,3912,221,0,43,1732,896,8333,0,0,0,0,0,0,5879,3742,15226,345,35194,3746
2021,Week 2,Local authority,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,08/01/2021,1,Secondary,14,15591,1866359,0,172660,129515,43145,0,2061195,933179.5,933179.5,1866359,0,111935,5248,54,4,26,226,4049,7973,0,0,0,0,0,0,4040,2823,32213,4069,22176,4810
2021,Week 2,Local authority,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,08/01/2021,1,Special,5,636,72609,0,12090,10173,1917,0,86455,36304.5,36304.5,72609,0,5130,634,0,0,0,64,491,3854,0,0,0,0,0,0,254,106,1470,87,1756,238
2021,Week 2,Local authority,E92000001,England,E12000002,North West,876,E06000006,Halton,08/01/2021,1,Special,61,17363,2213707,0,183995,136833,47162,0,2434470,1106853.5,1106853.5,2213707,0,120933,5500,34,14,119,1783,1293,7157,0,0,0,0,0,0,5159,3255,38205,543,36768,4596
2021,Week 2,Local authority,E92000001,England,E12000002,North West,876,E06000006,Halton,08/01/2021,1,Primary,57,17026,2172530,0,178204,132143,46061,0,2386571,1086265,1086265,2172530,0,117303,5215,34,14,119,1618,1286,6554,0,0,0,0,0,0,5119,3178,37309,455,35837,4459
2021,Week 2,Local authority,E92000001,England,E12000002,North West,876,E06000006,Halton,08/01/2021,1,PRU/Academy/Free school AP,49,8907,1182092,0,76718,59946,16772,0,1279558,591046,591046,1182092,0,53359,2482,13,0,118,1298,135,2541,0,0,0,0,0,0,3604,1641,11112,415,20748,1864
2021,Week 2,Local authority,E92000001,England,E12000002,North West,876,E06000006,Halton,08/01/2021,1,Secondary,8,8119,990438,0,101486,72197,29289,0,1107013,495219,495219,990438,0,63944,2733,21,14,1,320,1151,4013,0,0,0,0,0,0,1515,1537,26197,40,15089,2595
2021,Week 2,Local authority,E92000001,England,E12000002,North West,876,E06000006,Halton,08/01/2021,1,Special,4,337,41177,0,5791,4690,1101,0,47899,20588.5,20588.5,41177,0,3630,285,0,0,0,165,7,603,0,0,0,0,0,0,40,77,896,88,931,137
2021,Week 2,Local authority,E92000001,England,E12000002,North West,877,E06000007,Warrington,08/01/2021,1,Special,86,28766,3602531,0,263126,203785,59341,0,3916410,1801265.5,1801265.5,3602531,0,178597,10109,121,1,81,955,2231,11690,0,0,0,0,0,0,16168,1887,37312,3974,50753,6669
2021,Week 2,Local authority,E92000001,England,E12000002,North West,877,E06000007,Warrington,08/01/2021,1,Primary,82,28405,3560247,0,255174,199041,56133,0,3865622,1780123.5,1780123.5,3560247,0,175489,9694,121,1,81,899,2063,10693,0,0,0,0,0,0,16007,1849,34303,3974,50201,6523
2021,Week 2,Local authority,E92000001,England,E12000002,North West,877,E06000007,Warrington,08/01/2021,1,PRU/Academy/Free school AP,69,15584,2003533,0,113851,93248,20603,0,2143138,1001766.5,1001766.5,2003533,0,83828,4295,97,1,42,706,112,4167,0,0,0,0,0,0,12176,1077,7185,165,25754,2839
2021,Week 2,Local authority,E92000001,England,E12000002,North West,877,E06000007,Warrington,08/01/2021,1,Secondary,13,12821,1556714,0,141323,105793,35530,0,1722484,778357,778357,1556714,0,91661,5399,24,0,39,193,1951,6526,0,0,0,0,0,0,3831,772,27118,3809,24447,3684
2021,Week 2,Local authority,E92000001,England,E12000002,North West,877,E06000007,Warrington,08/01/2021,1,Special,4,361,42284,0,7952,4744,3208,0,50788,21142,21142,42284,0,3108,415,0,0,0,56,168,997,0,0,0,0,0,0,161,38,3009,0,552,146
2021,Week 2,Local authority,E92000001,England,E12000009,South West,878,E10000008,Devon,08/01/2021,1,Special,365,86958,10339536,0,909437,757204,152233,0,11422269,5169768,5169768,10339536,0,645634,32246,198,31,779,6936,9242,62138,0,0,0,0,0,0,16480,14617,116849,4287,173296,25403
2021,Week 2,Local authority,E92000001,England,E12000009,South West,878,E10000008,Devon,08/01/2021,1,Primary,353,85604,10188498,0,888545,739941,148604,0,11246108,5094249,5094249,10188498,0,634444,31078,198,31,775,6449,9076,57890,0,0,0,0,0,0,16390,14394,113533,4287,169065,24867
2021,Week 2,Local authority,E92000001,England,E12000009,South West,878,E10000008,Devon,08/01/2021,1,PRU/Academy/Free school AP,311,48047,5898751,0,396043,347349,48694,0,6396644,2949375.5,2949375.5,5898751,0,303419,13120,161,6,597,5544,1013,23489,0,0,0,0,0,0,12269,7144,28278,1003,101850,11024
